,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
1544,Vital Proteins,Collagen Beauty Greens,49.0,4,1103,4.5,10.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,112.5,4.73
1545,WelleCo,Mini Caddy Trio,140.0,1,254,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,500.0,
1547,Ouai,Hair Supplement for Thinning Hair,28.0,121,9032,3.9091,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,3.23,
1548,Four Sigmatic,Golden Latte Mushroom Mix with Shiitake & Turmeric,20.0,117,1180,2.9231,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,2.5,9.52
1549,Four Sigmatic,Chai Latte Mushroom Mix with Turkey Tail & Reishi,20.0,12,610,3.8333,2.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,31.94,9.52
1550,bkr,Spiked Lala Glass Water Bottle,58.0,14,1655,4.5714,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.85,32.65,1.81
1551,Vital Proteins,Beauty Collagen - Lavender Lemon,32.0,7,739,3.2857,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,46.94,2.96
1553,Murad,Hydro-Glow Dietary Supplements,54.0,1,736,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,500.0,
1554,WelleCo,The Nourishing Protein Travel Set,39.0,1,150,5.0,8.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,500.0,4.8
1555,Perricone MD,Travel Booster,25.0,1,1213,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,500.0,
1556,Murad,Youth Builder® Dietary Supplement,59.0,3,1028,5.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,166.67,
1557,HUM Nutrition,Big Chill™ Stress Management Supplement,25.0,51,9810,4.549,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,8.92,
1558,SEPHORA COLLECTION,Rose quartz facial massager,20.0,35,6528,3.6857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.54,10.53,
1559,Perricone MD,Digestion Booster,50.0,1,569,3.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,300.0,
1560,Vital Proteins,Bone Broth Collagen,65.0,1,373,5.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,500.0,6.5
1564,OLEHENRIKSEN,Banana Bright Eye Crème,38.0,2000,126365,4.1532,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.21,76.0
1565,Drunk Elephant,C-Tango Vitamin C Eye Cream,64.0,469,59473,3.7527,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.8,128.0
1566,Shiseido,Benefiance WrinkleResist24 Intensive Eye Contour Cream,60.0,1000,62205,4.261,0.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.43,117.65
1567,La Mer,The Eye Concentrate,215.0,109,16056,3.633,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,3.33,430.0
1568,Estée Lauder,Advanced Night Repair Eye Supercharged Complex,62.0,210,14169,4.1952,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,2.0,124.0
1569,Drunk Elephant,Shaba Complex™ Eye Serum,60.0,329,38957,3.7812,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.15,120.0
1570,Kiehl's Since 1851,Creamy Eye Treatment with Avocado,30.0,768,37684,4.2461,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.55,60.0
1571,belif,Moisturizing Eye Bomb,48.0,1000,48667,4.5476,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.45,
1572,Fresh,Black Tea Firming and De-Puffing Eye Cream,68.0,420,34145,3.9929,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.95,136.0
1573,Shiseido,Benefiance WrinkleResist24 Pure Retinol Express Smoothing Eye Mask,68.0,380,41478,4.4342,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1.17,
1574,Origins,GinZing™ Refreshing Eye Cream to Brighten and Depuff,32.0,3000,99998,4.0354,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.13,64.0
1575,Tatcha,The Pearl Tinted Eye Illuminating Treatment,48.0,713,49972,4.0421,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.57,120.0
1576,SEPHORA COLLECTION,Brightening Eye Cream – Hydrate & Depuff,16.0,88,16638,4.3182,0.67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,4.91,23.88
1577,Skinfix,Barrier+ Lipid-Boost 360° Eye,40.0,7,1575,5.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,71.43,80.0
1578,IT Cosmetics,Bye Bye Under Eye Brightening Eye Cream,48.0,489,43679,3.7689,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.77,96.0
1579,Dr. Dennis Gross Skincare,Ferulic + Retinol Triple Correction Eye Serum,69.0,335,28043,3.8209,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.14,138.0
1580,Peter Thomas Roth,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,52.0,140,20762,4.3143,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,3.08,
1581,Peter Thomas Roth,24K Gold Pure Luxury Lift & Firm Hydra-Gel Eye Patches,75.0,188,24618,4.0532,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,2.16,
1582,First Aid Beauty,FAB Skin Lab Retinol Eye Cream with Triple Hyaluronic Acid,42.0,10,3781,4.8,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,48.0,84.0
1583,Dr. Brandt Skincare,needles no more® NO MORE BAGGAGE™ eye de-puffing gel,42.0,1000,17351,3.7395,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0.37,84.0
1584,SEPHORA COLLECTION,Eye Mask,5.0,693,34485,4.1804,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0.6,
1585,Peace Out,Puffy Under-Eye Patches,25.0,187,12643,4.5134,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,2.41,
1586,LANEIGE,Eye Sleeping Mask,34.0,164,33105,3.9878,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.43,42.5
1587,CLINIQUE,All About Eyes™ Rich,32.5,1000,48002,4.1588,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0.42,65.0
1588,Tatcha,Luminous Deep Hydration Firming Eye Serum,85.0,86,19206,3.9302,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,4.57,170.0
1589,Biossance,Squalane + Peptide Eye Gel,54.0,322,31117,3.7484,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.16,108.0
1590,La Mer,The Eye Balm Intense,215.0,30,6251,3.96669999999999,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,13.22,430.0
1591,Wander Beauty,Baggage Claim Gold Eye Masks,25.0,214,16793,3.9252,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.83,
1592,MILK MAKEUP,Cooling Water,24.0,904,70167,3.7876,1.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.42,20.0
1593,Algenist,Complete Eye Renewal Balm,68.0,821,24272,3.9647,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0.48,136.0
1594,SK-II,R.N.A. POWER Anti-Aging Eye Cream,135.0,136,8916,4.2279,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,3.11,337.5
1595,Caudalie,Resveratrol Lift Hyaluronic Acid Eye Lifting Balm,62.0,197,14695,4.0355,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,2.05,124.0
1596,Peter Thomas Roth,Cucumber De-Tox™ Hydra-Gel Eye Patches,48.0,246,28764,4.0813,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.66,
1597,SUNDAY RILEY,Auto Correct Brightening and Depuffing Eye Contour Cream,65.0,302,16454,3.3477,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,1.11,130.0
1598,Perricone MD,Hypoallergenic Firming Eye Cream,72.0,427,8886,4.3888,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,1.03,144.0
1599,La Mer,The Lifting Eye Serum,255.0,5,4458,3.8,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,76.0,510.0
1600,Kiehl's Since 1851,Midnight Recovery Eye,37.0,179,29335,3.8045,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,2.13,74.0
1601,Fresh,Rose Hydrating Eye Gel Cream,41.0,466,32171,4.2468,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.91,82.0
1602,BIOEFFECT,EGF Eye Serum,90.0,11,2913,4.8182,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,43.8,450.0
1603,Saturday Skin,Wide Awake Brightening Eye Cream,46.0,387,28781,4.3178,1.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,1.12,45.54
1604,CLINIQUE,Pep-Start Eye Cream,26.5,866,43981,3.6894,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.43,53.0
1605,First Aid Beauty,"Eye Duty Triple Remedy: Brighten, Depuff and Smooth",36.0,675,43522,3.9807,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.59,105.88
1606,AMOREPACIFIC,MOISTURE BOUND Rejuvenating Eye Treatment Gel,85.0,240,8599,4.2417,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,1.77,170.0
1607,CLINIQUE,All About Eyes,32.5,1000,23996,4.0818,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0.41,65.0
1608,Lancôme,Advanced Génifique Eye Cream,67.0,256,10353,4.0469,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.58,134.0
1609,Bobbi Brown,Extra Eye Repair Cream,77.0,129,9447,4.2171,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3.27,154.0
1610,tarte,Maracuja C-Brighter™ Eye Treatment,38.0,815,41080,4.0147,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0.49,108.57
1611,Farmacy,Dew It All Total Eye Cream with Echinacea GreenEnvy™,38.0,346,23190,4.0173,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.16,76.0
1612,Murad,Retinol Youth Renewal Eye Serum,85.0,29,7264,4.3103,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,14.86,170.0
1613,Fresh,Black Tea Firming Eye Serum,72.0,13,5991,4.4615,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,34.32,144.0
1614,LANEIGE,Water Bank Eye Gel,36.0,129,20038,4.1705,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,3.23,45.0
1615,Supergoop!,Advanced Anti-Aging Eye Cream Broad Spectrum Sunscreen SPF 37,32.0,85,8878,3.8235,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,4.5,64.0
1616,Caudalie,Vine[activ] Energizing Vitamin C Eye Cream,39.0,117,10626,3.7521,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.21,78.0
1617,KORA Organics,Noni Radiant Eye Oil,38.0,250,16682,4.044,0.34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.62,111.76
1618,Peter Thomas Roth,Mega Rich Intensive Anti-Aging Cellular Eye Creme,65.0,231,8979,4.2078,0.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,1.82,85.53
1619,Wander Beauty,Baggage Claim Rose Gold Eye Masks,25.0,32,9083,4.375,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,13.67,
1620,Perricone MD,Essential Fx Acyl-Glutathione Eyelid Lift Serum,122.0,132,1704,4.3182,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,3.27,244.0
1621,Murad,Renewing Eye Cream,82.0,191,8904,4.0942,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.14,164.0
1622,KORRES,"Black Pine 3D Sculpting, Firming & Lifting Super Eye Serum",65.0,101,7737,4.1881,0.51,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.15,127.45
1623,CLINIQUE,Repairwear Anti-Gravity Eye Lift Cream,45.0,264,9020,4.1629,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,1.58,90.0
1624,Shiseido,Bio-Performance LiftDynamic Eye Treatment,75.0,20,4010,3.7,0.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18.5,144.23
1625,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,82.0,117,7073,4.2393,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,3.62,164.0
1626,Origins,Eye Doctor™ Moisture Care For Skin Around Eyes,41.0,443,23761,4.0587,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0.92,82.0
1627,Clarins,Super Restorative Total Eye Concentrate,85.0,194,8092,4.2113,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.17,170.0
1628,philosophy,anti-wrinkle miracle worker eye+ line-correcting eye cream,60.0,2,551,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,250.0,120.0
1629,Tata Harper,Restorative Eye Crème ,98.0,73,6674,3.9452,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,5.4,196.0
1630,OLEHENRIKSEN,Uplifting Transformation™ Eye Crème,42.0,133,7789,3.9474,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,2.97,84.0
1631,tarte,Pack Your Bags Undereye Patches,22.0,235,37777,4.217,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.79,
1632,Youth To The People,Superfood Peptide Eye Cream,35.0,132,15552,4.0076,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,3.04,70.0
1633,Perricone MD,Cold Plasma+ Eye,110.0,27,1599,4.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,14.81,220.0
1634,Lancôme,Rénergie Lift Multi-Action Eye,75.0,81,4828,3.7901,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,4.68,150.0
1635,Peter Thomas Roth,Potent-C™ Vitamin C Power Eye Cream,65.0,279,7415,4.3477,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,1.56,130.0
1636,CLINIQUE,All About Eyes Serum De-Puffing Eye Massage,32.5,865,16040,3.80809999999999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,0.44,65.0
1637,Fresh,Crème Ancienne® Eye Cream,128.0,106,7859,4.2925,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,4.05,256.0
1638,Dermalogica,MultiVitamin Power Firm Eye Cream,65.0,16,1194,4.25,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,26.56,130.0
1639,Lancôme,Advanced Génifique Yeux Light-Pearl™ Eye Illuminator Youth Activating Concentrate ,69.0,117,9464,3.641,0.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,3.11,102.99
1640,Dermalogica,Stress Positive Eye Lift Mask ,69.0,16,2008,4.625,0.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28.91,81.18
1641,MILK MAKEUP,Cooling Water Eye Patches,22.0,41,8353,3.8537,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,9.4,
1642,Bobbi Brown,Hydrating Eye Cream,54.0,380,17924,4.1053,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,1.08,108.0
1643,Shiseido,White Lucent Anti-Dark Circles Eye Cream,63.0,345,10874,3.6116,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,1.05,126.0
1644,Mario Badescu,Hyaluronic Eye Cream,18.0,25,5928,3.84,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,15.36,36.0
1645,CLINIQUE,Repairwear Laser Focus Wrinkle Correcting Eye Cream,45.0,136,7865,3.8529,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,2.83,90.0
1646,Dr. Dennis Gross Skincare,Vitamin C+ Collagen Brighten & Firm Eye Cream,65.0,48,6425,3.4792,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,7.25,130.0
1647,First Aid Beauty,Eye Duty Triple Remedy A.M. Gel Cream,36.0,164,19611,4.0488,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,2.47,72.0
1649,Dr. Dennis Gross Skincare,Ferulic + Retinol Eye Cream,69.0,48,4601,3.3958,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,7.07,138.0
1650,AMOREPACIFIC,Intensive Vitalizing Eye Essence,95.0,74,5499,3.9595,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,5.35,190.0
1651,Lancer,Eye Contour Lifting Cream with Diamond Powder,95.0,174,5272,4.3736,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.51,190.0
